ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.6171,Rui,Hachimura,PF,WAS,CHA,CHA@WAS,7:00PM EST,10,24.1,INJ," "
nba.p.6226,Daniel,Gafford,C,WAS,CHA,CHA@WAS,7:00PM EST,19,24.8," "," "
nba.p.6401,Deni,Avdija,SF,WAS,CHA,CHA@WAS,7:00PM EST,11,19.2," "," "
nba.p.6445,Cassius,Winston,PG,WAS,CHA,CHA@WAS,7:00PM EST,10,2.0," "," "
nba.p.6471,Anthony,Gill,SF,WAS,CHA,CHA@WAS,7:00PM EST,10,6.1,INJ," "
nba.p.6557,Corey,Kispert,SG,WAS,CHA,CHA@WAS,7:00PM EST,10,9.4," "," "
nba.p.6573,Isaiah,Todd,PF,WAS,CHA,CHA@WAS,7:00PM EST,10,4.4," "," "
nba.p.6605,Joel,Ayayi,SG,WAS,CHA,CHA@WAS,7:00PM EST,10,1.7," "," "
nba.p.6616,Jordan,Goodwin,PG,WAS,CHA,CHA@WAS,7:00PM EST,10,0.6," "," "
nba.p.6649,Jordan,Schakel,SF,WAS,CHA,CHA@WAS,7:00PM EST,10,1.8," "," "
nba.p.6061,Alize,Johnson,PF,WAS,CHA,CHA@WAS,7:00PM EST,10,5.3," "," "
nba.p.6681,Craig,Sword,PG,WAS,CHA,CHA@WAS,7:00PM EST,10,9.2," "," "
nba.p.4969,Brad,Wanamaker,PG,WAS,CHA,CHA@WAS,7:00PM EST,10,9.9,INJ," "
nba.p.6615,Jaime,Echenique,C,WAS,CHA,CHA@WAS,7:00PM EST,10,0.0," "," "
nba.p.6239,Tremont,Waters,PG,WAS,CHA,CHA@WAS,7:00PM EST,10,12.1," "," "
nba.p.4647,Patrick,Beverley,PG,MIN,LAC,MIN@LAC,10:30PM EST,19,26.2," "," "
nba.p.4722,Greg,Monroe,C,MIN,LAC,MIN@LAC,10:30PM EST,10,25.2," "," "
nba.p.5432,Karl-Anthony,Towns,C,MIN,LAC,MIN@LAC,10:30PM EST,40,43.9,INJ," "
nba.p.5433,D'Angelo,Russell,SG,MIN,LAC,MIN@LAC,10:30PM EST,30,35.4,INJ," "
nba.p.5643,Taurean,Prince,SF,MIN,LAC,MIN@LAC,10:30PM EST,10,9.4," "," "
nba.p.5650,Malik,Beasley,SG,MIN,LAC,MIN@LAC,10:30PM EST,18,20.8," "," "
nba.p.5678,Jake,Layman,SF,MIN,LAC,MIN@LAC,10:30PM EST,10,5.7," "," "
nba.p.6031,Josh,Okogie,SF,MIN,LAC,MIN@LAC,10:30PM EST,10,8.7," "," "
nba.p.6052,Jarred,Vanderbilt,PF,MIN,LAC,MIN@LAC,10:30PM EST,20,24.0," "," "
nba.p.6133,Jordan,McLaughlin,PG,MIN,LAC,MIN@LAC,10:30PM EST,10,8.7," "," "
nba.p.6231,Jaylen,Nowell,PG,MIN,LAC,MIN@LAC,10:30PM EST,12,13.4," "," "
